Britain|Albion,Blighty
cry|bleat,cooee,greet,grizzle,holler,interjection,keen,plain,ululate,ululation,want,whimpering,whoop,yawp
crypt|basement,mastaba,undercroft
crystallize|gel,harden,materialize
cub|beginner,newbie,offspring,tenderfoot,whelp
cubbyhole|cubby,cubicle,niche,recess,snug
cube|chunk,parallelepiped
cuddle|coorie,fondle,smooch
cuddly|cuddlesome,lovable,warm,zaftig
cudgel|assault,bash,bat,cosh,danda,knobkerrie,nightstick,shillelagh
cue|intimation,prompting,word,zeitgeber
cuff|casual,dot,extemporaneous,extemporaneously,quilt,skelp,slug,smite,spontaneously,unplanned,whop
cuisine|cookery,food
cull|destroy,glean
culmination|apotheosis,denouement,termination,vertex
culpability|answerability,blameworthiness
culprit|crim,crook,infractor,miscreant,reprobate,sinner
cult|clique,movement,thing,vogue
cultivate|brown-nose,court,culture,encourage,hoe,mulch,polish,prepare,sow,tend
cultivated|cosmopolitan,couth,gracious,polished
cultivation|bettering,couth,culture,development,husbandry,refinement,sowing,tillage
cultural|enriching,folk,intellectual,lifestyle
culture|agronomy,belles-lettres,farming,letters,lifestyle,philosophy,polish,urbaneness,values
cultured|arty,erudite,polished,urbane
culvert|gutter,trough
cumbersome|burdensome,clunky,incommodious,lumbersome,slow-moving
cumulative|amassed,knock-on,mounting
cunning|Janus-faced,carny,chicanery,dexterous,dexterousness,fly,foxiness,pawky,ruses,slim,sneaky,subtle
cup|chalice,prize
cupidity|Mammonism,grabbiness,mercenariness,miserliness
cur|bigener,bitzer,blighter,bounder,bugger,charlatan,hybrid,kuri,mofo,mutt,ne'er-do-well,shit,spalpeen,stinker,swine,tyke,whelp,whoreson
curative|corrective,iatric,sanative
curb|clampdown,gag,inhibit,peg,retardant,stricture,trammel
curdle|condense,ferment
cure|alleviation,antiserum,cleanse,correct,cure-all,ease,pickle,specific
curio|bygone,curiosity,dingle-dangle,doobry,gewgaw,kickshaw,tsatske
curiosity|nosiness,novelty,phenomenon
curious|agog,deviant,interrogative,mystified,nebby,outré,rum,snoopy,unco,unnatural,wacko,wacky
curl|coorie,crinkle,cuddle,furl,gyre,huddle,kiss-curl,tong,wave,wrap,zigzag
curly|corkscrew,ringletted,wiry
curmudgeon|crank,sorehead
currency|bills,coinage,exposure,specie,voguishness
current|about,burning,draft,in,movement,ongoing,reigning,slipstream,tenor,tide
curriculum|modules,schedule
curse|accurse,ban,cess,damn,excommunication,execrate,hex,hoodoo,jinx,poison,problem,vulgarity
cursed|accursed,excommunicate,fey,jinxed,star-crossed
cursory|routine,slapdash
curt|dusty,economical,snippy,tart,uncivil
curtail|chop,shrink,truncate
curtailment|guillotine,limitation,shrinkage
curtain|blackout,blind,drape,isolate,pall,purdah,shroud
curtsy|genuflect,genuflection,obeisance
curvaceous|chesty,comely,opulent,scorchio,thicc
curve|bow,camber,curl,half-moon,hook,incurvation,incurve,inflect,inflection,meander,oxbow,swell
curved|aquiline,curviform,curvy,embowed,flexural,humped
cushion|bulwark,cocoon,headrest,mat,pillion,pillow,rest,squab,stifle,zabuton
cushy|jammy,secure,untaxing
custodian|attendant,defender,superintendent,warder
custody|auspices,captivity,durance,escrow,hands,remand,tutelage
custom|clientele,consuetude,consumers,emptors,habitude,manner,praxis,punters,rule,support,vendees,wont
customarily|commonly,routinely
customary|conventional,regular,time-honored
customer|bugger,client,critter,dame,dog,emptor,gent,habitué,hombre,punter,purchaser,trade,vendee,wight,woman
cut|amputate,axe,bisect,bit,blackout,blue-pencil,breakdown,brush-off,carve,crop,cull,curtailment,deactivate,decussate,design,dispatch,dissever,divide,dividend,dock,economize,edit,eliminate,epitomize,expurgate,extract,fit,fly,gather,hash,hew,injure,injury,interrupt,join,joint,kill,lance,lower,malfunction,mince,mow,ostracize,pare,percentage,reap,rend,rollback,salami-slice,score,scram,sequester,shaft,shave,skiddoo,slash,slay,snick,snout,stiff-arm,stroke,sunder,suspend,swipe,synopsize,tape-record,whittle
cutback|rollback,saving,slash
cute|adorbs,bonny,chocolate-box,enchanting
cutthroat|aggressive,badass,bravo,cruel,executioner,hitman,homicide,slayer
cutting|Baltic,acerb,catty,chill,chilly,excerpt,gelid,graft,harsh,paragraph,part,sarky,slip,snarky,squint-eyed,trimming,vitriolic
cycle|pushbike,revolution,rhythm,run,set
cyclical|circular,repetitive
cyclone|tempest,twister,willy-willy
cynic|Cassandra,scoffer
cynical|bleak,hard-boiled,incredulous
cynicism|disenchantment,sardonicism,scoffing
cyst|carbuncle,steatoma
dab|little,modicum,smear,smudge,stipple,tad
daft|cock-eyed,dippy,dumb-ass,grotesque,half-baked,insane,potty,risible,unrealistic,vapid
daily|circadian,diurnally,quotidian
dainty|ambrosial,bonbon,cautious,dinky,exquisite,goody,juicy,moreish,namkeen,nice,peng,pernickety,persnickety,picky,pretty,squeamish,sweetmeat,tempting,tidbit
dais|dock,mandapam,stump,tribune
dale|clough,dingle,ravine,slade,strath,vale
dally|dilly-dally,drift,tarry,traik
dam|blockage,close,occlude
damage|comp,degeneration,desecrate,detriment,detrition,devastation,disfeature,meed,reparation(s),satisfaction,solatium,total,trash,vandalism,vitiate
damaging|counterproductive,maleficent,prejudicious
damn|accurse,anathematize,bit,blast,disparage,excommunicate,hex,hoodoo,jinx,reprobate
damnable|anathematized,exasperating,heinous,obnoxious,pestilential,scurvy,terrible
damnation|hellfire,hex,malediction,malison
damned|chickenshit,chuffing,damnable,deuced,excommunicated,execrated,fecking,goddam,jinxed,pissant,plurry,shitty,sodding,wretched
damning|damnatory,derogatory,implicatory,strong
damp|bedew,claggy,dampish,dewy,humect,humidify,spray,sweat,wateriness
dampen|bedew,deter,discourage,humect,humidify,quiet,quieten
damper|cloud,hindrance
dampness|spray,sweat,wateriness
damsel|Fräulein,Judy,babe,bird,colleen,demoiselle,frail,lassie,mademoiselle,miss,señorita,sheila,signorina,sister,wench
dance|bop,bounce,discotheque,gyrate,hoedown,masquerade,oscillate,rollick
dancer|danseuse,hoofer,terpsichorean
dandle|caress,rock
dandy|applaudable,badass,bonzer,bosker,bosting,capital,dapperling,fine,mind-blowing,petit-maître,rake,swell
danger|insecurity,instability,peril,prospect
dangerous|daredevil,desperate,dodgy,gnarly,hairy,minacious,treacherous,unchancy
dangle|depend,flaunt,stream
dangling|pensile,tumbling
dank|claggy,humid
dapper|dashing,kicky,nifty,soigné,swagger,trig
dappled|jaspé,marled,particolored,pinto,splodgy
dare|bid,summons,taunt
daredevil|bull-in-a-china-shop,desperado,harebrained,heedless,showboat,swashbuckler,tearaway
daring|balls,ballsiness,confidence,dashing,enterprising,foolhardiness,grit,heedless,pluck,pushy,sand,temerariousness,venturous
dark|alarmist,black,caliginous,clandestine,cryptic,dark-haired,dark-skinned,devastating,direful,dreary,ebony,flagitious,gloaming,harrowing,iniquitous,malfeasant,ominous,shady,sunburned,sunless,sunset,tenebrosity,tenebrous,unprincipled,vile,woeful
darken|lour,obscure,sadden
darkness|gloaming,hell,tenebrosity
darling|adorbs,bonny,chocolate-box,heroine,lionized,pleasing,querida,sweet,sweeting,taking,treasure
darn|clout,mend,patch,reinforce,stitch,vamp
dart|flight,give,projectile,quarrel,reed,scoot,shaft,start
dash|bish,bowl,check,coloring,dish,energy,fleet,get-up-and-go,haste,hoy,peg,scramble,smash,stampede,tad,wheech,yeet
dashing|designer,fancy,peppy,soigné,stylin',swagger,swashbuckling,swish,trig
dastardly|flagitious,malfeasant,roguish,scoundrelly
data|ammunition,archive(s),deets,features,gen,input
date|assignation,carbon-date,fella,fixture,girl,hitherto,querida,stage,thitherto,time,tryst,woo
dated|antediluvian,antiquated,antwacky,démodé,unstylish
daub|begrime,deface,mark,slap,splodge
daughter|girl,lass,offspring
daunt|discourage,psych,stun,subdue
daunting|demoralizing,dismaying,exacting,mean-looking
dauntless|daredevil,feisty
dawdle|idle,swan,tarry,tootle
dawn|brighten,cockcrow,commence,commencement,dayspring,infancy,sunup
day|24/7,always,ascendancy,bloom,diurnally,generation,maturity,oftentimes,ofttimes,progressively
daybreak|cockcrow,dayspring,sunup
daydream|dwam,hallucinate,imagining,wishes
daylight|cockcrow,dayspring,sunup,twig
daze|dwam,jumble,numbness
dazzle|appeal,astonish,glory,pull,shine
dazzling|badass,bonzer,peerless,shining,smashing,thrilling,way-out,wizard,wondrous
dead|balls-up,bloody,buggered,bushwhacked,clinker,cul-de-sac,damned,dead-and-alive,defeat,defective,devilishly,direct,dud,duff,dullsville,exanimate,exceeding,fail,fordone,forgotten,fuck-up,gassed,glassy,hollow,hugely,inch-perfect,inert,jet-lagged,jiggered,lamented,lekker,lemon,lethal,lifeless,murdered,nobody,right,rooted,smack,so,spent,squarely,standoff,sterile,stifled,stonkered,stoppage,toilworn,truly,très,unequivocally,unfeeling,unmitigated,unreservedly,useless,wabbit,way,wearisome,write-off
deadbeat|cadger,freeloader
deaden|absorb,anesthetize,quiet,quieten,suppress
deadlock|fastener,snib,standoff
deadly|baneful,ghastly,inch-perfect,inordinate,life-threatening,malignant,mephitic,ornery,pitiless,poisonous,samey,savage,soul-destroying,thoroughly,unhealthy
deafening|carrying,ear-shattering,tremendous
deafness|cophosis,presbycusis
deal|account,aim,bestow,engagement,flog,impose,indenture,manipulate,merchandise,negotiation,plenty,push,regard,rustle,sale,terms,tons,use
dealer|chapman,fence,hawker,jobber,negotiator,shopman,stockist,storekeeper
dealing|doings,policy,proceedings,trafficking
dear|adorbs,best,cunning,darling,extortionate,favored,poppet,precious,querida,simpatico,star,stiff,sweeting,sympathique,sympatisch,taking,treasure,valuable,worshipped
dearly|extremely,tenderly
dearth|exiguousness,nonexistence,poverty,privation
death|decease,destroy,extirpation,massacre,quietus,slay,smoke
deathless|eternal,memorable,perdurable
deathly|etiolated,haggard,peaky,sapped
debacle|balls-up,fail,fuck-up,ruin,snafu,trouncing
debar|blackball,disfellowship,estop,hinder,let
debase|alloy,bastardize,blemish,humiliate,undermine,vitiate
debased|libertine,spoilt,vitiated
debatable|riddling,unestablished
debate|altercate,cerebrate,cogitate,contestation,disharmony,interest,moot,parley,talks
debauch|brutalize,demoralize,ruin,vitiate
debauched|concupiscent,light,self-indulgent,swinging
debauchery|salacity,sybaritism
debilitate|prostrate,shatter,torpefy
debilitating|paralyzing,tiring
debility|asthenia,malaise,prostration,weediness
debonair|attractive,cool,courtly,fly,gentle,mannerly,soigné
debris|crap,debitage,garbage,gubbins,junk,mullock,orts,rubbish,slag,spoilage
debt|appreciative,bust,charges,check,liability,overdrawn,score,tab,thanks
debtor|defaulter,mortgagor
debut|commencement,inauguration,kickoff
decadence|epicureanism,voluptuousness
decadent|fast-living,self-indulgent
decay|cariosity,collapse,corrupt,corruption,decadence,decomposition,deteriorate,devolution,failure,fungus,holes,shriveling,sphacelate,wither
decayed|flyblown,perished,rank
decaying|collapsing,decrepit,flyblown,perished,rank
decease|croaking,quietus
deceased|exanimate,inert,lamented,murdered
deceit|codology,flanker,flimflam,grift,jiggery-pokery,knavery,monkeyshines,rig,rort,schlenter,treachery,wheeze
deceitful|Janus-faced,Punic,bent,distorted,fakey,fugazi,hollow-hearted,slim,slippery
deceive|gull,hornswoggle,mulct,sharp,two-time
decency|diplomacy,respectfulness,suitability,wholesomeness
decent|amiable,genteel,mannerly,moral,orthodox,pukka,regardful,suitable
deception|codology,flanker,flimflam,grift,kidology,knavery,monkeyshines,rig,rort,schlenter,treachery,wheeze
deceptive|Punic,bent,false,foxy,hollow-hearted,slim,specious
decide|confirm,examine,ref,referee
decided|decreed,guaranteed,indurate,intransigent,rock-ribbed,sensible
decidedly|awfy,especially,fair,hellish,indisputably,lekker,majorly,powerful,right,sore,très
decipher|explain,grasp
decision|arbitrament,arbitration,determination,firmness,injunction,purposefulness,resolve,results,selection
decisive|determined,indurate,intransigent,key,paramount,rock-ribbed
deck|costume,furbelow,wreathe
declaim|bespout,disparage,jaw,moralize,perorate,render,spout,thunder,vociferate
declamation|monologue,predication,rant,spiel
declamatory|Ossianic,pretentious,purple
declaration|advisory,annunciation,asseveration,attestation,maintenance,manifesto,memo,promulgation,pronunciamento,protestation,rescript
declare|asseverate,avouch,blazon,certify,opine,preconize,represent
decline|crash,decadence,decaying,devolution,downtick,ebb,letup,obsolescent,retrograde,snout,tumble
decompose|corrupt,decay,dissolve,fractionate,molder,reduce,sphacelate
decomposition|breakup,corruption,decaying,dissolving,fractionation,perishing,reduction
decontaminate|depurate,fumigate,purify
decorate|enrich,furbelow,prettify,retouch,reward,titivate
decoration|fandangle,frippery,gilding,gong,insignia,ornamentation,prettification,prize,tinsel
decorative|flashy,nonfunctional
decorous|civilized,couth,fit,ladylike,mannerly
decorum|appropriacy,couth,demureness,politeness,politesse,ritual
decoy|ambush,ensnare,entrapment,seduce,trap
decrease|abatement,de-escalation,downtick,lighten,minimize,slash
decree|conclusion,determine,findings,manifesto,ordain,precept,pronunciamento,rescript,ukase
decrepit|rumpty,senescent,senile
decrepitude|deterioration,malaise,senescence,senility
decry|animadvert,asperse,revile,slate
dedicate|assign,name,offer,sacrifice
dedicated|customized,fanatical,pledged,studious
dedication|benediction,message,sedulousness,staunchness,striving
deduct|discount,minus
deduction|belief,discounting,findings,reasoning,subtraction
deed|activity,actuality,effort,enterprise,instrument
deep|Delphic,abject,chasmic,engaged,extensive,eye-catching,great,inexplicable,intellectual,intense,obscure,quick-witted,scholarly,serious,sonorous,unfathomable,unfeigned,unplumbed
deep-rooted|basic,lingering,secure
deep-seated|basic,lingering,secure
deepen|encourage,excavate,snowball
deeply|acutely,desperately,entirely,oh-so,plumb
deface|damage,impair,trash
defamation|bad-mouthing,bitching,contumely,criticism,insult,malediction
defamatory|catty,contumelious,critical,injurious,maledictive
defame|bad-mouth,slur,vilipend
default|backslide,bilk,bilking,disregard,gut,ideal,inadvertent,levant,mechanical,nonappearance,nonremittance,obvious,set,unvaried
defaulter|bilker,culprit,delinquent,levanter,miscreant
defeat|derail,discomfit,downfall,marmalize,nobble,overthrow,own,ownage,pwn,pwnage,repulse,reverse,setback,slam,stymie,subduing,throw,vanquish
defecation|BM,dump,whoopsies
defect|apostatize,escape,forsake,tergiversate
defection|flight,perfidy,recreancy,secession
defective|buckled,duff,farkakte,incomplete,scant,unsound
defector|quisling,rat
defend|barricade,bolster,palliate,screen
defender|believer,bodyguard,sweeper,trustee
defense|bastion,case,denial,deterrence,deterrent,guarding,palliation,pleading,promotion,reason
defenseless|frail,insecure,pregnable,resistless
